Ship Name,Year,Location,Cause,Lives Lost,Ship Value,Cargo Value,Vessel Type
Rosewell Sprague shipwreck (1857),1857,Squan Inlet N 2 mi,Stranded,0,45000.0,60000.0,Unknown
Rosita shipwreck (1879),1879,Sandy Hook E 150 mi,Damaged in gale,0,,,Bark
Rough & Ready shipwreck (1861),1861,New Jersey coast,Foundered,0,3000.0,,Schooner
Roxana shipwreck (1896),1896,Turtle Gut Inlet,Foundered,0,,,Catboat
Royal Arch shipwreck (1884),1884,Highlands SSE 18 mi,"Collision w/ ""Nellie Floyd""",0,,,Schooner 3 masted
Ruhama and Mary shipwreck (1837),1837,Cape May,Damaged in gale,0,,,Schooner
Runaway shipwreck (1886),1886,Sandy Hook Point,Stranded,0,3000.0,6000.0,Steamship
Russell #21 shipwreck (1945),1945,Egg Harbor E 14 mi,Foundered,0,,,Barge
Russell #29 shipwreck (1956),1956,"Linden, NJ",Burned,0,,,Barge
Russland shipwreck (1877),1877,"Long Branch, NJ","Struck sunken ""Adonis""",0,300000.0,125000.0,Passenger liner
Ruth Bingham shipwreck (1867),1867,"Long Branch, NJ",Wrecked,0,,,Schooner
Ruth Darling shipwreck (1889),1889,Cape May,Collision,2,,,Schooner
Ruth E Pemba shipwreck (1917),1917,Scotland Lightship,Collision w/ submerged rock,0,,,Fishing boat
Ruth Lucille shipwreck (1941),1941,Scotland Lightship S 2 mi,"Collision w/ ""Charles O'Conner""",0,,,Motor vessel
Ruth Shaw (1873) shipwreck (1873),1873,Sandy Hook Point,Stranded,0,,,Schooner
Ruth Shaw (1939) shipwreck (1939),1939,Sandy Hook Light E 11 mi,Foundered,0,,,Barge
Ryan shipwreck (1917),1917,Pecks Beach,Foundered,0,,,Steamship
S 10 shipwreck (1850),1850,Absecon,Wrecked,0,,,Schooner
S 21 shipwreck (1972),1972,"Portland, ME E",Unknown,0,,,Motor vessel diesel
S 5 shipwreck (1920),1920,Cape May SE 60 mi,Unknown,0,,,Submarine
S A Rudolph shipwreck (1889),1889,Island Beach LSS N .5 mi,Stranded,0,8000.0,2000.0,Schooner
S B Miller shipwreck (1892),1892,"Spermaceti Cove, NJ",Dragging anchor in storm,0,,,Sloop
S C Tryon shipwreck (1904),1904,Five Fathom Bank Lightship ESE 2 mi,Caught in ice,1,,,Schooner 3 masted
S E Barnes shipwreck (1878),1878,Barnegat Inlet North side,Grounded,0,4000.0,200.0,Schooner
S E Dunn shipwreck (1878),1878,Barnegat LSS E .75 mi,Stranded,0,,,Sloop
S G Wilder shipwreck (1933),1933,Ambrose Lightship S 10 mi,Foundered,0,,,Barge
S Greenwood shipwreck (1888),1888,Absecon Inlet,Stranded,0,2100.0,,Sloop
S H McRae shipwreck (1850),1850,Cape May N 10 mi,Stranded,0,,,Schooner
S I Roberts shipwreck (1843),1843,Absecon Beach,Grounded in storm,0,,,Bark
S J Delan (1869) shipwreck (1877),1877,Tuckers Beach,Stranded,0,4000.0,1000.0,Schooner
S J Delan (1899) shipwreck (1899),1899,Atlantic City LSS N 1 mi,Stranded,0,1200.0,600.0,Schooner
S J Roberts shipwreck (1854),1854,Absecon Inlet South bar,Grounded in storm,0,,,Bark
S Lockwood shipwreck (1867),1867,Barnegat,"Collision w/ ""Idahoe""",0,,,Schooner
S N Smith (1869) shipwreck (1869),1869,Corsons Inlet bar,Grounded,0,,,Schooner
S O Co of NY #57 shipwreck (1893),1893,Ocean City SE 2 mi,Stranded,0,50000.0,67200.0,Barge
S O Co of NY #91 shipwreck (1903),1903,Bay Head SE 200 yds,"Stranded, leaking; abandoned",0,175000.0,25000.0,Schooner - Barge
S Patton shipwreck (1860),1860,Squan Inlet S 10 mi,Stranded,0,,,Bark
S Phillips shipwreck (1860),1860,Squan Inlet S 10 mi,Stranded,0,,,Schooner
S T Dennis shipwreck (1878),1878,Cape May Cold Spring Bar,Stranded,0,,,Schooner
S Thorne shipwreck (1866),1866,Cold Spring Bar,Stranded,0,,,Schooner 3 masted
S V W Simmons shipwreck (1887),1887,Barnegat,"Collision w/ ""Investigator""",0,2000.0,,Schooner
S W of Astra shipwreck (unknown),Unknown,Atlantic City E 10 mi,Unknown,0,,,Unknown
S W Truslow shipwreck (1889),1889,Sandy Hook Point,Stranded,0,2500.0,,Sloop
Saale (1888) shipwreck (1888),1888,Sandy Hook LSS E 1.25 mi,Stranded,0,1000000.0,500000.0,Passenger cargo ship
Saale (1900) shipwreck (1900),1900,"Hoboken, NJ",Burned,80,,,Passenger cargo ship
Saboye shipwreck (1871),1871,"Cranberry Inlet, NJ",Stranded,0,,,Schooner
Sachem shipwreck (1777),1777,Delaware Bay,Lost to British,0,,,Warship
Sacramento shipwreck (1867),1867,Deal Beach,Dismasted in gale,0,168000.0,,Ship
Sada shipwreck (1912),1912,Little Egg LSS E 2 mi,Grounded,0,4000.0,2000.0,Schooner
Saddle Rock shipwreck (1884),1884,Sandy Hook LSS W .75 mi,Dismasted in collision; Stranded,0,450.0,,Sloop
Sadie shipwreck (1879),1879,Point Pleasant LSS E .75 mi,Stranded,0,15000.0,,Bark
Sadie & Edgar shipwreck (1974),1974,Brigantine Little Beach E .5 mi,Foundered,2,,,Schooner
Saetia shipwreck (1918),1918,Delaware Bay entrance,Unknown,0,,,Freighter
Sagamore shipwreck (1937),1937,Brigantine Shoal E 3 mi,Foundered,0,,,Tug
Saginaw shipwreck (1897),1897,Long Beach LSS NE 1.5 mi,Collision; stranded,0,100000.0,25000.0,Steamship
Sagua (1914) shipwreck (1914),1914,Unknown,Unknown,0,,,Schooner - Barge
Sagua (1917) shipwreck (1917),1917,Barnegat,"Collision w/ ""Binghampton""",0,,,Steamship
Sailboat No 2 shipwreck (1888),1888,Townsends Beach North bar,Capsized,2,40.0,,Sailboat
Saint Agustine USS shipwreck (1944),1944,Cape May,Unknown,0,,,Gunboat steam
Salem (1916) shipwreck (1916),1916,"Long Branch, NJ",Towing vessel disabled,0,92000.0,25000.0,Barge
Salem (1932) shipwreck (1932),1932,Brigantine Shoal N 1 mi,Foundered,3,,,Barge
Salier shipwreck (1882),1882,Sandy Hook,Stranded,0,,,Steamship
Salinas shipwreck (1870),1870,Highlands SE 75 mi,Unknown,0,,,Brig
Salisbury shipwreck (1885),1885,Brigantine Shoal,Unknown,0,,,Steamship
Sallie and Eliza shipwreck (1892),1892,Pecks Beach E .3 mi,Foundered,1,300.0,,Sloop
Sallie C Morton shipwreck (1888),1888,Cape May LSS SE 2 mi,Unknown,0,,,Schooner
Sally (1757) shipwreck (1757),1757,Brandywine Shoal,Unknown,0,,,Unknown
Sally (1765) shipwreck (1765),1765,Unknown,Dismasted,0,,,Schooner
Sally (1768) shipwreck (1768),1768,Little Egg Harbor,Wrecked,0,,,Merchantman
Sally (1769) shipwreck (1769),1769,Barnegat S .25 mi,Stranded,0,,,Sloop
Sally (1810) shipwreck (1810),1810,Barnegat,Unknown,0,,,Sloop
Sally (1823) shipwreck (1823),1823,Cape May,Grounded,1,,,Schooner
Sally (1909) shipwreck (1909),1909,Brigantine Little Beach LSS S 2 mi,Grounded,0,2000.0,800.0,Sloop
Sally (1910) shipwreck (1910),1910,"Little Beach LSS, Brigantine S 1.5 mi",Grounded,0,3000.0,700.0,Sloop
Sally Ann shipwreck (1842),1842,Sandy Hook,Driven out to sea,14,,,Pilot schooner
Salpeen shipwreck (1901),1901,"Seabright, NJ","Collision w/ ""Benefactor""",1,12000.0,,Yacht
Salvatore shipwreck (1949),1949,Cape May E 65 mi,Burned,0,,,Motor vessel diesel
Sam & George shipwreck (1916),1916,Absecon Inlet,Burned,0,,,Freighter
Sam and Priscilla shipwreck (1931),1931,Brigantine Shoal,Stranded,0,15000.0,,Schooner diesel
Samar shipwreck (1909),1909,Highland SSE 8 mi,Foundered in gale,0,15000.0,3500.0,Schooner - Barge
Samarang shipwreck (1880),1880,Sandy Hook bar,"Collision w/ ""Germanic""",0,,43500.0,Bark
Sampson USS shipwreck (1917),1917,Ambrose Lightship E,"Collision w/ ""Quevilly""",0,,,Destroyer
Samuel C Holmes (1896) shipwreck (1896),1896,Little Egg LSS S .5 m,Stranded,0,3000.0,420.0,Schooner
Samuel C Holmes (1906) shipwreck (1906),1906,Long Branch LSS S .5 mi,Stranded; Wrecked,0,2000.0,225.0,Schooner
Samuel Carlton shipwreck (1878),1878,Barnegat Inlet,Stranded in gale,0,,,Schooner
Samuel Castner Jr shipwreck (1880),1880,Island Beach LSS E 1.75 mi,Grounded,0,,,Schooner
Samuel D Carleton shipwreck (1905),1905,"Sea Girt, NJ",Foundered,4,,,Schooner - Barge
Samuel E Fabens shipwreck (unknown),Unknown,Unknown,Heavy weather ,0,,,Schooner
Samuel Gedney shipwreck (1910),1910,"Camden, NJ",Burned,0,,,Steamship
Samuel H Hartman shipwreck (1923),1923,Delaware Bay,Foundered,0,,,Tug steam
Samuel H Sharp (1877) shipwreck (1877),1877,Sandy Hook SE 75 mi,Damaged in gale,0,,,Schooner
Samuel H Sharp (1885) shipwreck (1885),1885,Ocean City S 8 mi,"Collision w/ ""Lillie A Warford""",0,,,Schooner
Samuel H Sharp (1907) shipwreck (1907),1907,Cape May LSS SSE 2.5 mi,Stranded,0,3000.0,1000.0,Schooner
Samuel Henry shipwreck (1852),1852,Cape May Lighthouse N 2 mi,Grounded in gale; Bilged,0,,,Schooner
Samuel L Russell shipwreck (1888),1888,Absecon Inlet E .5 mi,Stranded,0,4000.0,1000.0,Schooner
Samuel L Storer shipwreck (1900),1900,Ocean City LSS E 1.25 mi,Stranded,0,6000.0,1000.0,Schooner
Samuel Martin shipwreck (1839),1839,"Gloucester Point, VA",Capsized,0,,,Sloop
Samuel Moxley Jr shipwreck (1863),1863,Unknown,Missing,0,,,Unknown
Samuel N Smith (1873) shipwreck (1873),1873,Highlands,Abandoned,0,,,Schooner
Samuel P Lord shipwreck (1856),1856,Deal Beach,Stranded,0,,,Schooner
Samuel Phillips shipwreck (1843),1843,Barnegat Inlet N 12 mi,Stranded in gale,0,,,Schooner
Samuel R Paynter shipwreck (1854),1854,Cape May Court House,Stem is cut,0,,,Schooner
Samuel S Wyckoff shipwreck (1828),1828,Barnegat,Unknown,6,,,Schooner
Samuel Warren shipwreck (1880),1880,Little Egg LSS,Grounded in Snow Blizzard,0,3000.0,125.0,Schooner
Samuel Willets shipwreck (1857),1857,Squan Inlet S 8 mi,Stranded,0,80000.0,,Sloop - packet ship
Samuel Wood (1876) shipwreck (1876),1876,Little Egg Harbor LSS NW 1.5 mi,Stranded,0,3000.0,270.0,Schooner
Samuel Wood (1889) shipwreck (1889),1889,"Corsons Inlet, NJ",Capsized in hurricane,1,,,Schooner
San Antonia shipwreck (1878),1878,Sandy Hook,Heavy northwest gales,0,,,Schooner
San Diego USS shipwreck (1918),1918,Fire Island S 10 mi,Struck mine laid by U-56,50,,,Armored Cruiser
San Jacinto shipwreck (1842),1842,Sandy Hook,Sank,0,,,Pilot boat
San Jose shipwreck (1942),1942,Atlantic City SE 14 mi,"Collision w/ ""Santa Elisa""",0,,,Freighter steam
San Joseph shipwreck (1794),1794,Delaware Bay,Crushed by ice,0,,,Unknown
San Juan shipwreck (1866),1866,Shark River Inlet,Unknown,0,,,Brig
San Luis shipwreck (1860),1860,Squan Inlet S 3.5 mi,Stranded,0,,,Schooner
San Miguel shipwreck (1879),1879,Absecon SSE 35 mi,"Collision w/ ""Alice""",0,,,Brig
San Saba shipwreck (1918),1918,Barnegat Light E 15 mi,Struck mine laid by U-117,0,,,Freighter
Sand Mate shipwreck (1951),1951,Newark Bay Light #9,Unknown,0,,,Dredge
Sandefjord shipwreck (1951),1951,Barnegat Lightship S 10 mi,"Collision w/ ""Polarus"" ",0,,,Motor vessel
Sandy Hook (1931) shipwreck (1931),1931,"Jersey City, NJ",Burned,0,,,Steamship
Sandy Hook (1939) shipwreck (1939),1939,Sandy Hook E 8.25 mi,"Collision w/ ""Oslofjord""",0,,,Pilot boat
Sans Souci shipwreck (1908),1908,Barnegat Double Creek,Dismantled,0,25000.0,,Schooner - yacht
Sansalito shipwreck (1904),1904,Unknown,Grounded,0,,,Unknown
Sansego shipwreck (1881),1881,Absecon Inlet,"Collision w/ ""Star of Scotia""",0,,,Bark
Santa Barbara shipwreck (1935),1935,Ambrose Light,Collision w/ Ambrose Lightship,0,,,Passenger liner
Santa Elisa shipwreck (1942),1942,Atlantic City SE 14 mi,"Collision w/ ""San Jose""",0,,,Freighter
Santa Rosa shipwreck (1959),1959,Atlantic City E 20 mi,"Collision w/ ""Valchem"" in fog",0,,,Steamship
Santee shipwreck (1928),1928,"Atlantic City, NJ",Foundered,0,,,Motor vessel
Santiago De Cuba shipwreck (1867),1867,Atlantic City S 6 mi,Stranded,7,,,Sidewheel steam
Sara H Blaisdel shipwreck (1928),1928,Seaside Park,Stranded,0,,,Trawler
Sarah (1756) shipwreck (1756),1756,Egg Harbor,"Collision w/ ""Lake George""",0,,,Sloop
Sarah (1846) shipwreck (1846),1846,Highland SSE 7 mi,Sank,0,,,Schooner
Sarah (1868) shipwreck (1868),1868,"Long Branch, NJ",Stranded,0,30000.0,,Schooner
Sarah (1871) shipwreck (1871),1871,Sandy Hook Romer Shoal,Stranded,0,5000.0,,Schooner
Sarah A Green shipwreck (1868),1868,"Ludlams Beach, NJ",Stranded,0,,,Schooner
Sarah and Ellen shipwreck (1899),1899,Cape May LSS SSW,Stranded,0,7000.0,18000.0,Schooner
Sarah and Lucy shipwreck (1896),1896,Turtle Gut Inlet,Stranded,0,2000.0,,Schooner
Sarah B shipwreck (1878),1878,Little Beach,Grounded,0,500.0,,Sloop
Sarah Brown shipwreck (1854),1854,Sandy Hook E 70 mi,"Collision w/ ""W M Tapscott""",0,,,Brig
Sarah Clark shipwreck (1878),1878,Pecks Beach LSS E 1 mi,Capsized in storm,2,,,Schooner
Sarah Conway shipwreck (1986),1986,Beach Haven E 6.5 mi,Capsized in storm,0,,,Clam boat
Sarah Craig shipwreck (1886),1886,Sandy Hook,Capsized in gale,7,,,Schooner
Sarah Crosby shipwreck (1865),1865,Sandy Hook,Foundered,0,,,Brig
Sarah E Kennedy shipwreck (1883),1883,"Long Branch, NJ","Collision w/ ""Mary Queen of the Seas""",0,,,Brig Half
Sarah E Lockwood shipwreck (1920),1920,"Leonards, NJ",Crushed by ice,0,,,Sloop
Sarah E Ward shipwreck (1900),1900,"Wilmington, NC E",Unknown,0,,,Schooner
Sarah Elizabeth shipwreck (1860),1860,Squan Inlet S 6.5 mi,Wrecked,0,,,Schooner
Sarah Francis #7 shipwreck (1853),1853,Sandy Hook,Grounded,0,,,Pilot schooner
Sarah J Bright shipwreck (1874),1874,Townsends Inlet,Stranded,0,5000.0,,Schooner
Sarah J Fort shipwreck (1879),1879,Cape Cod; Penrod Hill Bar,Stranded,0,10000.0,1200.0,Schooner
Sarah Jane shipwreck (1840),1840,Sandy Hook Romer Shoal,Stranded,0,,,Schooner
Sarah Jane Vaughn shipwreck (1883),1883,New Jersey coast,"Collision w/ ""Mary S Tibbitts""",0,,,Schooner
Sarah L Hills shipwreck (1858),1858,Corsons Inlet,Stranded,0,,,Schooner
Sarah M Sherman shipwreck (1866),1866,Cape May,Foundered,0,,,Schooner
Sarah Peters shipwreck (1867),1867,Sandy Hook,Stranded,0,,,Schooner
Sarah Quinn shipwreck (1878),1878,Swan Point LSS S 200 yds,Stranded,0,3000.0,325.0,Schooner
Sarah Schubert shipwreck (1875),1875,Absecon bar,Stranded,0,,,Schooner 3 masted
Sarah W Lawrence shipwreck (1909),1909,"Lewes, DE S 5 mi",Stranded,0,,7000.0,Schooner
Sardinian shipwreck (1863),1863,Absecon Light S 7 mi,Grounded,0,,,Schooner
Sargeant shipwreck (unknown),Unknown,Rehoboth Beach E 3 mi,Unknown,0,,,Barge
Satara shipwreck (1940),1940,Cape May E 18 mi,Unknown,0,,,Unknown
Sausalito shipwreck (1904),1904,Brigantine Beach,Stranded,0,,,Schooner
Savannah shipwreck (1948),1948,Sandy Hook S 22 mi,Foundered,0,,,Barge
Savannah No 4 shipwreck (1850),1850,At sea,Lost at sea,0,,,Pilot schooner
Saxon (1885) shipwreck (1885),1885,Highlands E 100 mi,Damaged in gale,0,,,Steamship
Saxon (1896) shipwreck (1896),1896,Sandy Hook Point,Stranded,0,,,Schooner
SC-209 shipwreck (1918),1918,Long Island S,"Gunfire from ""Felix Taussig""",18,,,Submarine Chaser
SC-60 shipwreck (1918),1918,Ambrose Light S 5 mi,"Collision w/ ""Fred M Weller""",0,,,Submarine Chaser
School Boy shipwreck (1857),1857,Cape May Joe Flogger Shoal,Stranded,0,3000.0,,Schooner
Schooner shipwreck (unknown),Unknown,Shark River E 3 mi,Unknown,0,,,Schooner
Schopocan shipwreck (1925),1925,Mounmouth Beach E 5 mi,Foundered,0,,,Barge
Scioto shipwreck (1852),1852,Long Beach Island,Foundered,0,,,Schooner
Scotia shipwreck (1890),1890,Sandy Hook Point,Stranded,0,2000.0,400.0,Schooner
Scotland (1866) shipwreck (1866),1866,Sandy Hook,"Collision w/ ""Kate Dyer""",0,,,Steamship
Scotland (1887) shipwreck (1887),1887,Squan Beach LSS N 1.5 mi,Stranded,0,20000.0,16000.0,Bark
Scoundrel shipwreck (1975),1975,Island Beach S .5 m,Burned,0,,,Yacht gas
Scud (1870) shipwreck (1870),1870,Squan Inlet S 1.5 mi,Stranded in gale,0,,,Schooner
Scud (1938) shipwreck (1938),1938,Sandy Hook,Capsized,1,,,Fishing boat
Sea Beau shipwreck (1851),1851,Cape May Joe Flogger Shoal,Stranded,0,,,Brig
Sea Bird (1874) shipwreck (1874),1874,Brigantine Shoal,Stranded,0,,,Schooner
Sea Bird (1879) shipwreck (1879),1879,Five Fathoms Bank Lightship NE 5 mi,Damaged in hurricane,0,,,Schooner
Sea Breeze (1866) shipwreck (1866),1866,Sandy Hook,Stranded,0,,,Schooner
Sea Breeze (2008) shipwreck (2008),2008,Atlantic City E 45 mi,Capsized; sank,1,,,Trawler
Sea Duck shipwreck (1853),1853,Long Beach Island,Stranded,0,,,Ship
Sea Gannet shipwreck (1910),1910,Tuckers Inlet,Burned,0,,,Yacht steam
Sea Girt shipwreck (1959),1959,Ocean City E .5 mi,Capsized; sank,0,,,Motor vessel
Sea Gypsy shipwreck (1957),1957,"Wildwood, NJ",Stranded,0,,,Schooner - yacht
Sea Hag shipwreck (1949),1949,Barnegat Light E 16.3 mi,Foundered,0,,,Motor vessel diesel
Sea Hawk shipwreck (1934),1934,Sandy Hook,Burned,0,,,Yacht motor
Sea King (1896) shipwreck (1896),1896,Avalon LSS E 1 mi,Stranded,0,30000.0,,Tug steam
Sea King (1959) shipwreck (1959),1959,Shrewsbury River Highlands,Foundered,0,,,Fishing boat
Sea King (1963) shipwreck (1963),1963,Barnegat Inlet S 100 yds,Stranded,0,,,Motor vessel
Sea Lady shipwreck (1965),1965,Deal Beach E 5 mi,Burned,0,,,Motor vessel
Sea Lark shipwreck (1873),1873,"Hoboken, NJ",Burned; scuttled,0,,,Schooner
Sea Nymph shipwreck (1878),1878,Little Egg Harbor LSS N 1 mi,Grounded,0,300.0,825.0,Schooner
Sea Port shipwreck (1957),1957,Sandy Hook,Stranded,0,,,Barge
Sea Prince shipwreck (1958),1958,Scotland Lightship SE 3.5 mi,"Collision w/ ""Margaret McAllister""",1,,,Barge
Sea Skate shipwreck (1962),1962,Absecon Inlet E 40 mi,Hit floating debris,0,25000.0,,Cabin cruiser
Sea Skip shipwreck (1960),1960,Atlantic City E 38 mi,In distress,0,80000.0,,Scalloper
Sea Starn shipwreck (1970),1970,Atlantic City E 200 mi,Foundered,0,,,Fishing boat
Sea Tractor shipwreck (2009),2009,Indian River Inlet E 20 mi,Lost in storm,3,,,Fishing boat
Sea Wave shipwreck (1950),1950,Ambrose Lightship,Capsized,1,,,Barge
Sea Wolf shipwreck (2010),2010,Cape May S 7 mi,Unknown,0,,,Fishing boat
Seagoing Dredge shipwreck (1927),1927,Avalon E 4 mi,Unknown,0,,,Dredge
Seagull shipwreck (1891),1891,Grassy Bay,Collision,0,,,Schooner
Seaman shipwreck (1822),1822,Cape May Overfalls,Stranded in storm,0,,,Sloop
Seaman's Friend shipwreck (1855),1855,Absecon Beach,Capsized,0,,,Unknown
Searsport shipwreck (1926),1926,Barnegat Gas buoy ENE,Unknown,4,60000.0,11500.0,Barge
Sebastian shipwreck (unknown),Unknown,Unknown,Unknown,0,,,Unknown
Seer shipwreck (1946),1946,Cape May,Stranded,0,,,Motor vessel
Select shipwreck (1842),1842,Shrewsbury Inlet,Stranded in gale,4,,,Schooner
Selina W Bunnell shipwreck (1883),1883,Townsends Inlet North bar,Grounded,0,6000.0,1200.0,Schooner 3 masted
Seminole (1877) shipwreck (1877),1877,Cape May E 40 mi,"Collision w/ ""Montgomery""",0,,,Steamship
Seminole (1908) shipwreck (1908),1908,Squan Beach LSS S 1.25 mi,Stranded in fog,0,200000.0,250000.0,Steamship
Senator shipwreck (1839),1839,Squan Beach,Stranded & Leaking,0,,,Schooner
Send shipwreck (unknown),Unknown,Squan Inlet S .5 mi,Unknown,0,,,Schooner
Seneca (1743) shipwreck (1743),1743,Cape May N,Stranded; Bilged,0,,,Unknown
Seneca (1926) shipwreck (1926),1926,"Margate City, NJ",Stranded,0,47000.0,29800.0,Tanker barge
Seneca (1927) shipwreck (1927),1927,"Hoboken, NJ",Sank,0,,,Tug
Seneca (1928) shipwreck (1928),1928,Sandy Hook,"Collision w/ ""Siboney""",0,,,Schooner - Barge
Seneca (1937) shipwreck (1937),1937,Cape May East Stone Jetty,Foundered,0,,,Motor vessel
Septic Nerve shipwreck (1961),1961,Cape May SE 65 mi,Leaking,0,,,Yawl yacht
Seth H Linthicum shipwreck (1935),1935,Barnegat Light SE 4 mi,Stranded,0,,,Barge
Seth W Smith shipwreck (1883),1883,Five Fathom Bank E 6 mi,Dismasted in gale,0,,,Schooner
Severn (1774) shipwreck (1774),1774,"Roosevelt Inlet, Lewes, DE",Foundered,0,,,Sloop
Severn (1912) shipwreck (1912),1912,Little Egg LSS SW 1.5 mi,Grounded,0,40000.0,40000.0,Barge
Sewanhaka shipwreck (1970),1970,Atlantic City SE 6 mi,Capsized,2,,,Clam boat
Seward shipwreck (1907),1907,"Port Norris, NJ",Burned,0,,,Steamship
Shakespeare (1871) shipwreck (1871),1871,Unknown,"Collision w/ ""Adelaide""",0,,,Ship
Shakespeare (1888) shipwreck (1888),1888,"Ocean City, NJ",Stranded in fog,0,,,Steamship
Shakspeare (1851) shipwreck (1851),1851,Barnegat,Capsized,0,,,Brig
Shalom shipwreck (1964),1964,Asbury Park E 10 mi,"Collision w/ ""Stolt Dagali""",0,20000000.0,,Passenger liner
Shamokin shipwreck (1925),1925,Scotland Lightship,Foundered,0,,,Schooner - Barge
Shamrock (1842) shipwreck (1842),1842,Barnegat,Grounded,0,,,Brig
Shangri-La shipwreck (1962),1962,Sandy Hook Point,Stranded in storm,0,,,Motor vessel diesel
Shannon shipwreck (1954),1954,Cape May ESE 45 mi,Fire,0,,,Fishing boat
Shanty Queen shipwreck (1971),1971,Point Pleasant Beach,Stranded,0,,,Trawler
Sharon shipwreck (1870),1870,Sandy Hook ESE 70 mi,"Collision w/ ""Asterope""",0,,,Brig
Sharpshooter shipwreck (1950),1950,South Amboy Coal Docks,Burned,0,,,Barge
Sheffield shipwreck (1843),1843,Sandy Hook Romer Shoal,Stranded,0,,,Packet ship
Sheila shipwreck (1907),1907,Barnegat LSS NE 1.25 mi,Grounded,0,8000.0,,Yacht gas
Shekinah (1881) shipwreck (1881),1881,Cold Spring Inlet South bar,Stranded,0,,,Schooner
Shekinah (1882) shipwreck (1882),1882,Little Egg LSS S 1 mi,Grounded,0,3000.0,250.0,Schooner
Shekinah (1885) shipwreck (1885),1885,Tathams LSS S 1 mi,Stranded,0,3500.0,2000.0,Schooner
Sheridan shipwreck (1910),1910,Barnegat Light,Stranded,0,,,Rigged steamer
Sherry Ann Dale shipwreck (1987),1987,Barnegat Light E 100 mi,Capsized; sank,1,,,Fishing boat
Shetucket shipwreck (1870),1870,Cape May,Unknown,0,,,Steamship
Shibboleth shipwreck (1855),1855,New Jersey coast,Leaking; Abandoned,0,,,Brig
Shooting Star shipwreck (1865),1865,Barnegat Inlet S 3 mi,Stranded,0,,,Schooner
Siak shipwreck (1878),1878,Sandy Hook Romer Shoal,Stranded,0,,,Schooner
Siam shipwreck (1896),1896,Fenwick Shoal,Unknown,0,,,Bark
Sibyl shipwreck (1926),1926,Hereford Inlet,Stranded,0,,,Fishing boat
SIDS shipwreck (1978),1978,Corsons Inlet E 2 mi,Foundered in heavy seas,2,,,Fishing boat
Silas T Webster shipwreck (1949),1949,Eastport Light SE .5 mi,Foundered,0,,,Motor vessel gas
Silvanus shipwreck (1921),1921,"Monmouth Beach, Long Branch",Foundered in storm,0,90000.0,18382.0,Schooner - Barge
Silver Lake shipwreck (1868),1868,Hereford Inlet,Unknown,0,,,Schooner
