shipsName,shipsOwner,yearBuilt,vesselType,dateLost,year,month,day,latitude,longitude,locationLost,causeOfLoss,departurePort,destinationPort
Lawrence N McKenzie,,1883,Schooner,3/21/1890,1890.0,3,21,39.83845,-74.08671,Cedar Creek LSS S 1 mi,Wrecked,Puerto Rico,"New York, NY"
LCH-269,US Navy,1943,Large Landing Craft,3/7/1962,1962.0,3,7,39.37632,-74.45894,"ICW Atlantic City, NJ",Stranded in storm,,
Lea,Russell Wright,1898,Motor vessel,11/5/1944,1944.0,11,5,,,Cape May Point,Foundered,,
Leader (1854),,,Sloop,10/4/1854,1854.0,10,4,,,Sandy Hook Horseshooe Cove,Explosion after fire,"New York, NY","Shrewsbury, NJ"
Leader (1908),,1882,Steamship,12/11/1908,1908.0,12,11,,,"Old Mans Creek, NJ",Burned,,
Lehigh Valley R R Barge,,,Barge,9/15/1937,1937.0,9,15,,,"Jersey City, NJ",Sank,,
Lehman Blew,Jeremiah Smith & Co,1867,Schooner,6/25/1886,1886.0,6,25,,,Barnegat Light SE 15 mi,"Collision w/ ""Helen Maria""","Newark, NJ","Baltimore, MD"
Lejok (1864),W H Black,1851,Schooner,10/1/1864,1864.0,10,1,,,New Jersey coast,Wrecked,"Philadelphia, PA","Boston, MA"
Lejok (1906),,1901,Schooner,1906,1906.0,,,,,Highland Light,Collision; Abandoned,,
Lemuel Burrows,Eastern Gas & Fuel Assoc,1917,Freighter steam,3/14/1942,1942.0,3,14,39.30667,-74.26750,Atlantic City E 5 mi,Torpedoed by U-404,,
Lemuel Hall,L Hall,1877,Schooner,2/19/1887,1887.0,2,19,,,Sandy Hook Romer Shoal,Stranded,"Baltimore, MD","Providence, RI"
Lena Breed,B H Jackson,1872,Schooner,10/8/1886,1886.0,10,8,,,"Highlands, NJ",Distress in Nor'easter,"Wilcox Landing, VA","New York, NY"
Lena G Bateman,,1883,,3/23/1933,1933.0,3,23,,,,Stranded,,
Lena M Cottingham,,1875,Schooner,12/17/1887,1887.0,12,17,,,Harvey Cedars SSW 1.5 mi,Grounded,"Suffolk, VA","New York, NY"
Lena Thurlow,J S Winslow & Co,1866,Brig Half,4/20/1877,1877.0,4,20,,,Cape May,Grounded,"Cardenas, Mexico","Philadelphia, PA"
Leocadia,Meyer & Sheer,1862,Bark,2/8/1887,1887.0,2,8,,,Scotland Lightship S 7 mi,"Collision w/ ""Knickerbocker""","Hamburg, Germany","New York, NY"
Leon Walter,Saffron Brothers,1953,Fishing boat,3/23/1964,1964.0,3,23,40.11166,-73.95055,Manasquan Inlet E 8 mi,"Collision w/ ""Hess Bunker""",,
Leona,C H Mallory Line,1889,Steamship,5/9/1897,1897.0,5,9,,,Off Delaware Capes,Fire,"New York, NY","Galveston, TX"
Leontine,,,,12/3/1839,1839.0,12,3,,,Cape May Light,Grounded in storm,"Richmond, VA","New York, NY"
Lephenstrath,J Kerr,1860,Ship,2/5/1872,1872.0,2,5,,,Highlands SE 80 mi,Grounded,,
Lester A Lewis (1889),Crosby Bros,1877,Schooner,3/30/1889,1889.0,3,30,,,Sandy Hook Lightship,"Collision w/ ""City of Savannah""","Mobile, AL","New York, NY"
Lester A Lewis (1895),Crosby Bros,1877,Schooner,4/20/1895,1895.0,4,20,,,Sandy Hook Romer Shoal,Stranded,"Norfolk, VA","New York, NY"
Levant,,1853,Schooner,12/12/1840,1840.0,12,12,,,Little Egg Inlet N 7 mi,Stranded,St Barts,"New York, NY"
Leviathon,,1853,Tug steam,3/20/1856,1856.0,3,20,,,Sandy Hook Light,Burned,,
Levin's Return,,,,3/17/1838,1838.0,3,17,,,,Grounded,,"Philadelphia, PA"
Levuka,B Smith et al,1884,Bark,4/4/1887,1887.0,4,4,,,Bay Head LSS S 1 mi,Stranded,"London, England","New York, NY"
Lewis,"Depau, Bell et al",1822,Packet ship,3/6/1827,1827.0,3,6,,,Squam Beach,Stranded,"Havre, France","New York, NY"
Lewis McLane,,,Schooner,5/2/1827,1827.0,5,2,,,Long Beach Island,,,
Lewis Taulane,AlfredPolhamus,1876,Schooner,5/19/1933,1933.0,5,19,,,"Delair, NJ",Foundered,,
Liberty (1857),,,Schooner,4/20/1857,1857.0,4,20,,,Cape May Light,,"Baltimore, MD","Saco, ME"
Liberty (1860),,,Schooner,1838 - 1878,1860.0,,,,,Squan Inlet S 6.5 mi,Wrecked,,
Liberty (1983),Liberty Fishing Co,,Scalloper,12/13/1983,1983.0,12,13,,,Manasquan Inlet,Capsized,"Cape May, NJ",Fishing service
Liburno,,,Ship,4/25/1863,1863.0,4,25,40.20000,-73.95000,Squan Inlet N 3.5 mi,Stranded,"Marseilles, France","New York, NY"
Lichtenfels Brothers,,1859,Schooner - Barge,2/22/1902,1902.0,2,22,,,Sandy Hook Flynns Knoll,Wrecked,,
Lida Babcock,B E Etheridge,1872,Schooner 3 masted,2/15/1885,1885.0,2,15,,,Barnegat Shoal,Grounded in snow storm,"New London, CT","Norfolk, VA"
Lida Fowler,O S Crowell & Co,1883,Schooner,10/24/1901,1901.0,10,24,,,Cape May 14 Foot Bank,Struck sunken object,"Mayaguez, PR","Philadelphia, PA"
Lidie,A & J Pharo,1864,Schooner,12/18/1876,1876.0,12,18,38.33333,-73.00000,At sea,Foundering and rudder gone,"New York, NY","Tuckerton, NJ"
Lidie Jones (1880),,1869,Sloop,10/13/1880,1880.0,10,13,,,"Tuckers Beach, Little Egg LSS",Grounded in heavy seas,"New York, NY","Tuckerton, NJ"
Lidie Jones (1883),,1869,Sloop,11/14/1883,1883.0,11,14,,,Hereford Inlet North bar,Stranded,"Great Egg Harbor, NJ","Hereford Inlet, NJ"
Lidie Jones (1885),,1869,Sloop,5/1/1885,1885.0,5,1,,,Townsends Inlet,Stranded,"Hog Island, VA","Townsends Inlet, NJ"
Liepa Bakara,L Stiglich,1869,Brig,10/25/1872,1872.0,10,25,,,Cape May Beach,Stranded,"Rio de Janiero, Brazil","New York, NY"
Light Boat,S N Hatch,1861,Schooner,2/3/1880,1880.0,2,3,40.29898,-73.97519,Long Branch N 1 mi,Stranded in storm,"Norfolk, VA","New York, NY"
Lightfoot,Herbert Clarity,,Hinterhoeller 30 Sloop Nonsuch,12/11/1993,1993.0,12,11,,,Long Island SE 225 mi,Sank in storm,"City Island, NY",Bermuda
Lila May Hardy,,1884,Ship steam,12/26/1925,1925.0,12,26,,,"Newark, NJ","Collision w/ barge ""Confidence""",,
Lillian,A H Bull SS Co,1920,Freighter steam,2/27/1939,1939.0,2,27,40.02500,-73.52777,Barnegat Lightship E 18 mi,"Collision w/ ""Wiegand""",Puerto Rico,"New York, NY"
Lillian Cameron,,,Brig,12/26/1876,1876.0,12,26,40.03067,-74.05035,Squan Inlet S 5 mi,Stranded in snow storm,"Georgetown, PEI","New York, NY"
Lillie A Warford,,1874,Schooner,12/3/1885,1885.0,12,3,,,Ocean City S 8 mi,"Collision w/ ""Samuel H Sharp""","New York, NY",Virginia
Lillie Falkenburg,W A Loveland,1873,Schooner 3 masted,10/25/1897,1897.0,10,25,,,"Lewes, DE Breakwater",Stranded in hurricane,"Suffolk, VA","New York, NY"
Lilly (1871),,,Schooner,11/2/1871,1871.0,11,2,,,Little Egg Harbor bar,Grounded,"New York, NY","Baltimore, MD"
Lilly (1909),,1904,Steamship,4/22/1909,1909.0,4,22,,,,Struck pile,,
Linda,,,Sloop - Yacht,8/10/1884,1884.0,8,10,,,Sandy Hook point,Wrecked,"Jersey City, NJ",Pleasure cruise
Linda Snow II,Bordan Inc,1962,Fishing boat diesel,1/16/1978,1978.0,1,16,39.23333,-74.56666,Great Egg Harbor Inlet  E 3 mi,Capsized; sank,"Wildwood, NJ",Fishing service
Linden (1845),,1839,Brig,12/24/1845,1845.0,12,24,,,Asbury Park,Grounded,"Charleston, SC","New York, NY"
Linden (1856),,1839,Brig,3/2/1856,1856.0,3,2,,,Squan Inlet N 1 mi,Stranded,"Charleston, SC","New York, NY"
Little Gull,,1949,Fishing boat,11/03/1992,1992.0,11,3,,,Brigantine North End Beach,Grounded,"Atlantic City, NJ","New York, NY"
Little Haste,,,Sloop - Yacht,4/24/1909,1909.0,4,24,,,"Elberon, NJ",,,
Little Moses,,,Sloop,11/1/1880,1880.0,11,1,,,Turtle Gut Inlet North bar,Grounded,,
Little Taff,,,Schooner,12/17/1764,1764.0,12,17,,,Sandy Hook,Stranded,"New York, NY","Providence, RI"
Live Oak,Jacobus Van Zant,,Sloop,10/20/1769,1769.0,10,20,,,Squan Beach,Stranded,San Domingo,"New York, NY"
Liverpool,,1758,Frigate,2/11/1778,1778.0,2,11,,,"Jamaica Bay, Long Island",Wrecked,,
Lizzie (1886),Wesley Scull,1867,Schooner,7/21/1886,1886.0,7,21,,,Atlantic City LSS N 1 mi,Leaking,Virginia,"New York, NY"
Lizzie (1889),,,Sloop - Yacht,8/2/1889,1889.0,8,2,,,Little Egg Harbor SE .5 mi,Stranded in storm,"Philadelphia, PA","Beach Haven, NJ"
Lizzie Bell (1893),,1884,Schooner,12/27/1893,1893.0,12,27,,,Little Egg Harbor S 2 mi,Grounded,"New York, NY","New Gretna, NJ"
Lizzie Bell (1897),,1884,Schooner,5/15/1897,1897.0,5,15,,,Little Egg Harbor LSS S 1.25 mi,Grounded,"New Gretna, NJ","New York, NY"
Lizzie Bell (1908),,1884,Schooner,4/10/1908,1908.0,4,10,,,Barnegat LSS NNE 1.25 mi,Grounded,"New York, NY","Little Egg Harbor, NJ"
Lizzie Bell (1912),,1884,Schooner,4/5/1912,1912.0,4,5,,,,Grounded,,
Lizzie Bliss,S Pierson & Co,1858,Brig,4/3/1864,1864.0,4,3,,,"Long Branch, NJ",Grounded,,
Lizzie D,,1907,Tug,10/19/1922,1922.0,10,19,,,Atlantic Beach Inlet NY SE 8 mi,Unknown,,Towing service
Lizzie D Small,Elwood Doran,1866,Schooner,12/30/1882,1882.0,12,30,,,Squan Beach,Collision w/ unknown steamer,"New York, NY","Petersburg, VA"
Lizzie Florence,Sam Lippencott,1870,Schooner,12/2/1883,1883.0,12,2,32.66666,-73.50000,Gulf Stream,,,
Lizzie H,,,Schooner,12/17/1893,1893.0,12,17,,,NJ Coast E 6.5 mi,Stranded while in tow,,
Lizzie H Brayton,E W Rogers,1891,Schooner,12/18/1904,1904.0,12,18,40.08721,-74.03727,Bay Head LSS N 1.5 mi,Grounded in storm,"Lamberts Point, VA","New Haven, CT"
Lizzie Henderson (1893),Commonwealth Transportation Co,1876,Steamship,8/29/1893,1893.0,8,29,,,Sea Isle City,Damaged in storm,"New York, NY","Philadelphia, PA"
Lizzie Henderson (1896),Commonwealth Transportation Co,1876,Steamship,2/20/1896,1896.0,2,20,,,Five Fathom Bank Lightship,Leaking,"Wilmington, DE","New York, NY"
Lizzie K Clark,Clark & Sons,1869,Schooner,3/25/1881,1881.0,3,25,,,Barnegat SSE 20 mi,Capsized in storm,"Gloucester, MA",Fishing cruise
Lizzie Lane,,,Schooner,2/24/1873,1873.0,2,24,,,Squan Beach,Stranded,,"Chincoteague, VA"
Lizzie M Parsons,Nathaniel Falker & F S Pendelton,1902,Schooner,2/15/1925,1925.0,2,15,39.39489,-74.37234,Brigantine Beach,Stranded,"Jacksonville, FL","Atlantic City, NJ"
Lizzie Major,Tabbot,1867,Schooner,2/2/1875,1875.0,2,2,,,Sandy Hook,Collision w/ unknown steamer,"Savannah, GA","New York, NY"
Lizzie Maul (1860),,,Schooner,12/1860,1860.0,12,,,,Barnegat,Grounded,,
Lizzie Maul (1875),Titus & Co,1857,Schooner,6/6/1875,1875.0,6,6,,,Deal Beach,Stranded,"New York, NY","Richmond, VA"
Lizzie Moses,,1859,Barge,4/20/1893,1893.0,4,20,,,"Long Branch, NJ",Foundered,"Norfolk, VA","Hoboken, NJ"
Lizzie Thompson,G Burrell,1867,Schooner,4/16/1883,1883.0,4,16,,,Cape May Lightship,"Collision w/ ""Nacoochee""",,
Lizzie V Hall,,1878,Schooner,4/5/1922,1922.0,4,5,,,"Port Reading, NJ",Stranded,,
Lizzie W Hannum,John Collins & Co,1868,Schooner,3/30/1884,1884.0,3,30,,,Sandy Hook E 90 mi,Dismasted in gale,,
Lizzie Wilson,,1872,Schooner,8/18/1887,1887.0,8,18,,,Barnegat S 50 mi,Collision; Foundered,"Baltimore, MD","Boston, MA"
Llewelynn,,,Sloop,12/3/1886,1886.0,12,3,39.89460,-74.10890,Island Beach LSS W 1.5 mi,Grounded; Frozen in,"Toms River, NJ","Island Hieghts, NJ"
Lloyd's Bermuda,,,Container ship,12/28/1988,1988.0,12,28,,,New Jersey E 200 mi,Cargo shifted; Capsized,,
Lobo,,1909,Motor vessel,1/30/1929,1929.0,1,30,,,"Communipaw, NJ",Burned,,
Lockout,,1854,Schooner,8/15/1886,1886.0,8,15,,,Hereford Inlet North bar,Stranded,"Calais, ME","Philadelphia, PA"
Locust Point,,1853,Steamship,7/3/1864,1864.0,7,3,,,Absecon,"Collision w/ ""Matanzas""",,
Lodi,,,Brig,9/29/1894,1894.0,9,29,,,Squan Beach,Wrecked,"Baltimore, MD","Boston, MA"
Logan (A),Edward Stotesburg,1901,Schooner - Barge,1/20/1908,1908.0,1,20,,,Sandy Hook SE 28 mi,Damaged by fire,"Philadelphia, PA","Newburyport, MA"
Logan (B),Edward Stotesburg,1901,Schooner - Barge,8/28/1908,1908.0,8,28,,,Highlands E,Damaged tiller in gale,"Philadelphia, PA","Bangor, ME"
Loide Panama,Lloyd Brasileiro,1947,Freighter,6/28/1953,1953.0,6,28,,,Barnegat Light SE 12 mi,"Collision w/ ""Gulftrade II""","Brooklyn, NY","Philadelphia, PA"
London Corporation,Furness Withy Line,1922,Steam Freighter,12851,1935.0,2,8,39.95177,-75.13696,Philadelphia Harbor,"Collision w/ ""Cape May""","London, England","Philadelphia, PA"
Lone Star,States Marine Corp,1919,Steamship,10/15/1943,1943.0,10,15,,,,Sank,,
Long Island,,1885,Steamship,11/19/1924,1924.0,11,19,,,"North Bergen, NJ",Burned,,
Lookout,E C Gates,1854,Schooner,8/16/1886,1886.0,8,16,,,Hereford Inlet North bar,Stranded,"Calais, ME","Philadelphia, PA"
Lord Howe,,,Transport,12/31/1777,1777.0,12,31,,,Delaware River,Stripped & destroyed,,
Lord Welington,,,Ship,1847,1847.0,,,,,Barnegat Shoal,Stranded,,
L'Orient,,,Brig,10/7/1847,1847.0,10,7,,,Absecon Beach,Stranded,Trinidad de Cuba,"New York, NY"
Lottie (1876),,,Schooner,2/17/1876,1876.0,2,17,,,Sandy Hook,Damaged,"New York, NY","Point A Pitre, France"
Lottie (1885),Job Lomus,1871,Schooner,6/5/1885,1885.0,6,5,,,Absecon,Dismasted in storm,"Norfolk, VA","Norwich, CT"
Lottie (1886),Samuel Castner,,Schooner,6/23/1886,1886.0,6,23,,,Sandy Hook,Damaged in gale,"Norfolk, VA","New York, NY"
Lottie (1886),Samuel Castner,,Schooner,10/21/1886,1886.0,10,21,,,,"Collision w/ ""F Randall""","Norfolk, VA","New York, NY"
Lottie Klotts,Endicott & Klotts,1865,Schooner,3/2/1868,1868.0,3,2,,,Pecks Beach,Stranded,Caribbean (Cuba),"New York, NY"
Lotty,,,Bark,2/15/1846,1846.0,2,15,40.21482,-73.99727,Squan Inlet N 8 mi,Stranded in gale,"New York, NY","Antwerp, Belgium"
Lotus,,1881,Barge,10/8/1906,1906.0,10,8,,,"Cohansey Point, NJ",Foundered,,
Louie S Allen,,1891,Motor vessel gas,8/5/1918,1918.0,8,5,,,"Somers Point, NJ",Burned,,
Louisa (1839),,,Schooner,3/17/1839,1839.0,3,17,,,Little Egg Harbor Inlet,Stranded in violent storm,,
Louisa (1840),,,Schooner,5/4/1840,1840.0,5,4,,,Cape Henlopen,Wrecked,,
Louisa (1843),,,Schooner,3/20/1843,1843.0,3,20,40.48269,-74.01215,Sandy Hook point,Wrecked,Virginia,"Tuckerton, NJ"
Louisa (1844),,,Schooner,11/19/1844,1844.0,11,19,,,Barnegat South,Grounded & bilged,"Philadelphia, PA","Albany, NY"
Louisa (1890),George McQuilken,,Barge steam,10/30/1890,1890.0,10,30,,,Egg Island Light E 1 mi,Burned,"Philadelphia, PA","Maurice River, NJ"
Louisa B Robinson (1885),,1884,Schooner,11/10/1885,1885.0,11,10,,,Barnegat Shoal,Grounded,"New York, NY","Barnegat, NJ"
Louisa B Robinson (1886),,1884,Schooner,3/21/1886,1886.0,3,21,,,Barnegat Shoal NNE 1 mi,Grounded,"Barnegat, NJ","Hog Island, PA"
Louisa B Robinson (1889),,1884,Schooner,8/2/1889,1889.0,8,2,,,Great Egg Harbor Inlet,Grounded,"Philadelphia, PA","Great Egg Harbor, NJ"
Louisa B Robinson (1890),,1884,Schooner,11/22/1890,1890.0,11,22,,,Ocean City LSS ENE 1 mi,Stranded,"Atlantic City, NJ","Mays Landing, NJ"
Louisa P Pharo,A R Pharo,1873,Schooner,2/4/1886,1886.0,2,4,,,"Mason's Creek, VA",Stranded in snowstorm,"Hampton Roads, VA","New York, NY"
Louise Crockett,,1865,Schooner,12/15/1868,1868.0,12,15,,,Egg Harbor,Stranded,,
Louise Hastings,,1885,Schooner,2/12/1887,1887.0,2,12,,,Handy Hook Horseshoe,Stranded in gale,"New York, NY",Mexico
Louise Poll,,,Bark,2/5/1870,1870.0,2,5,,,Barnegat,Lost sails in gale,"Tagauro, Spain","New York, NY"
Louisiana,,,Brig,5/1/1825,1825.0,5,1,,,Cape May Joe Flogger Shoal,Stranded,"Baltimore, MD",
Love and Unity,,,Ship,8/1/1778,1778.0,8,1,,,Shrewsbury  ,Grounded,"Bristol, England",
Lucinda G Potter,William T Potter,,Schooner,12/28/1890,1890.0,12,28,,,5 Fathom Bank E 50 mi,Capsized,"Boston, MA","Norfolk, VA"
Lucky Strike,,1933,,9/14/1944,1944.0,9,14,,,"Ocean City, NJ",Foundered,,
Lucy (1852),,,,12/26/1852,1852.0,12,26,,,Barnegat,Grounded in gale,"Providence, RI","Mobile, AL"
Lucy (1881),,,Schooner,10/7/1881,1881.0,10,7,,,Sandy Hook LSS,Stranded,"Greenpoint, NY",
Lucy May,,,Schooner,1/19/1879,1879.0,1,19,,,Townsends Inlet,Stranded,"Newburyport, MA","Philadelphia, PA"
Lulle L Pollard,J C Powell,1892,Schooner,10/31/1908,1908.0,10,31,35.50000,-74.16666,,,,
Lulu,,1873,Schooner 3 masted,3/14/1887,1887.0,3,14,,,Barnegat,Damaged in gale,"Baltimore, MD","New Bedford, MA"
Lulu Ammerman,,1874,Schooner,11/4/1883,1883.0,11,4,,,Forked River LSS E 1.25 mi,Stranded,"New York, NY","Baltimore, MD"
Luman,,1889,Steamship,5/6/1895,1895.0,5,6,,,Monmouth Beach LSS S .5 mi,Stranded in fog,"Shields, England","New York, NY"
Lurena Reed,,1883,Schooner,10/10/1894,1894.0,10,10,39.27996,-74.55327,Ocean City LSS E .3 mi,Wrecked in gale,"New York, NY","English Creek, NJ"
Lyceum,,,Schooner,12/9/1841,1841.0,12,9,,,Absecon Inlet South bar,Wrecked,"Little River, NC","Providence, RI"
Lydia A Harvey,,1871,Schooner,5/13/1901,1901.0,5,13,,,Sandy Hook Romer Shoal,Grounded,,Fishing trip
Lydia Budd,,1862,Schooner,6/27/1879,1879.0,6,27,,,Absecon bar,Wrecked,"Great Egg Harbor, NJ","New York, NY"
Lydia Jones,,,Schooner,10/26/1880,1880.0,10,26,,,"Little Beach, NJ",Stranded,,
Lydia M Post,,1887,Sloop,9/13/1897,1897.0,9,13,,,Spermaceti Cove S 2 mi,Stranded,"Keyport, NJ","Clapid Creek, NJ"
Lydia Middleton,,1875,Schooner,7/25/1880,1880.0,7,25,,,"Long Branch, NJ","Collision w/ ""E H Williams""","New York, NY",Virginia
Lydia Reed,,,Schooner,1880,1880.0,,,,,Atlantic City,Lost,,
M A Magee,,,Schooner,10/1866,1866.0,10,,,,,Collision,"New York, NY","Philadelphia, PA"
M B Mahoney,,1853,Schooner,9/26/1883,1883.0,9,26,,,Brigantine Shoal,Stranded,"Bangor, ME","Philadelphia, PA"
M E Byard,J W Byard,1872,Schooner,3/4/1884,1884.0,3,4,,,"Long Branch, NJ","Collision w/ ""Mima A Read"" ","New York, NY","New Bern, NC"
M E Pharo,,,Schooner,4/11/1855,1855.0,4,11,,,Barnegat,"Collision w/ ""William Smith""",,
M E Rosevelt,,,Brig,12/22/1871,1871.0,12,22,,,Long Branch Wardell's Beach,Stranded,Maine,Georgia
M J Loman,,,Schooner,12/1857,1857.0,12,,,,Cape May,Stranded,Virginia,"New York, NY"
M J R II,,1903,Motor vessel,5/3/1936,1936.0,5,3,,,Ambrose Light SW 1.5 mi,"Collision w/ ""Angelina""",,
M Louis,,,Schooner,1838 - 1878,1860.0,,,,,Squan Inlet S 1 mi,Stranded,,
M M Merriman,,,Schooner,11/17/1869,1869.0,11,17,,,Squan Inlet S 1 mi,Stranded,"Dighton, MA","New York, NY"
M McFarland,,,Brig,2/18/1871,1871.0,2,18,,,Sandy Hook Point,Stranded,"New York, NY","Bristol, England"
M P Howlett,,1868,Steamship,11/28/1912,1912.0,11,28,,,"Cramer Hill, NJ",Burned,,
M P Warmuth,,1918,Barge,5/20/1924,1924.0,5,20,,,"Grassy Sound, NJ",Stranded,,
M P Willets,,,Schooner,4/1861,1861.0,4,,,,,,New Jersey,"New York, NY"
M S Lewis,,,Schooner,11/17/1869,1869.0,11,17,,,Squan Inlet S 1 mi,Stranded in storm,"Boston, MA","Philadelphia, PA"
M V B Chase,,1882,Schooner 3 masted,8/4/1915,1915.0,8,4,,,Sandy Hook,Foundered,"Cheverie, NS","Norfolk, VA"
M V Cook (1886),Pharo,,Schooner,10/14/1886,1886.0,10,14,,,Unknown,Leaking at keel,"James River, VA","New York, NY"
M V Cook (1887),Pharo,,Schooner,12/28/1887,1887.0,12,28,,,NJ Coast E 12 mi,Damaged in storm,"Hampton Roads, VA","Wilmington, DE"
Mabel (1897),,,Catboat,9/5/1897,1897.0,9,5,,,Great Egg Inlet NE 1 mi,Grounded,"Petersburg, PA","Atlantic City, NJ"
Mabel (1929),,1912,Motor vessel,8/13/1929,1929.0,8,13,,,Sea Isle City,Burned,,
Mabel H Irons,Charles S Riley,1869,Schooner,12/16/1876,1876.0,12,16,,,Turtle Gut Bar,Stranded,"Quincy Point, MA","Philadelphia, PA"
Mabel Rose,,1874,Schooner,7/12/1880,1880.0,7,12,,,Cape May LSS S 2 mi,Stranded,"Boston, MA","Philadelphia, PA"
Mabel Susan,,,Fishing trawler,10/4/1965,1965.0,10,4,,,Cape May S 18 mi,Disabled; In distress,,
Mabel Thomas (1875),Bentley et al,1874,Schooner 3 masted,9/19/1875,1875.0,9,19,,,Highland Light,Stranded,"Providence, RI","Baltimore, MD"
Mabel Thomas (1883),Bentley et al,1874,Schooner 3 masted,1/10/1883,1883.0,1,10,,,Shark River N .75 mi,Stranded,"Newburyport, MA","Baltimore, MD"
Macedonia,A C deFreitus & Co,1894,Steamship,6/13/1899,1899.0,6,13,,,Seabright E 3.5 mi,"Collision w/ ""Hamilton""","Cienfuegos, Cuba","New York, NY"
Madeira,O P Collins et al,1856,Brig Half,10/4/1863,1863.0,10,4,,,Sandy Hook Point,"Collision w/ ""Clyde""","St Johns, Puerto Rico","New York, NY"
Madgie,,,Sloop,11/7/1892,1892.0,11,7,,,Barnegat Shoal,Grounded,,
Mae Doris,James L Pearson Sr,1968,Clam boat,10/28/1992,1992.0,10,28,,,Cape May E 40 mi,Sank,"Cape May, NJ","Cape May, NJ"
Magdalena,D A DiLina,1857,Bark,9/17/1876,1876.0,9,17,39.90158,-74.07800,Island Beach LSS N .5 mi,,"Bolivia, SA","New York, NY"
Magellan (1870),E Z Birdsall,1849,Schooner,5/7/1870,1870.0,5,7,,,Sandy Hook,Grounded in fog,Virginia,"New York, NY"
Magellan (1877),E Z Birdsall,1849,Schooner,7/2/1877,1877.0,7,2,,,Barnegat,Damaged in gale,Virginia,"New York, NY"
Magellan (1885A),E Z Birdsall,1849,Schooner,8/7/1885,1885.0,8,7,,,Little Egg Harbor Middle Ground,Stranded,Virginia,"New York, NY"
Magellan (1885B),E Z Birdsall,1849,Schooner,11/3/1885,1885.0,11,3,,,Absecon Beach,Abandoned,"Smithtown, VA","New York, NY"
Maggie,,,Brig,12/1/1872,1872.0,12,1,,,Sandy Hook,Stranded,Port-au-Plata,"New York, NY"
Maggie A Howlett,,1893,Motor vessel,12/26/1917,1917.0,12,26,,,"Bivalve, NJ",Burned,,
Maggie Browne,George Browne & Co,1871,Bark,4/26/1885,1885.0,4,26,,,Absecon Light SE 14 mi,Damaged in gale,"Port of Spain, Trinidad","New York, NY"
Maggie Cain,D K Queen et al,,Schooner,10/15/1895,1895.0,10,15,36.43333,-74.43333,,,,
Maggie E Davis,,1883,Schooner,6/10/1905,1905.0,6,10,,,Barnegat NE .5 m,Grounded,"Chincoteague, VA","Barnegat, NJ"
Maggie Ellen,,1874,Schooner 3 masted,4/22/1882,1882.0,4,22,39.38744,-74.32432,Atlantic City LSS ENE 5 mi,Stranded,"Kennebec River, ME","Atlantic City, NJ"
Maggie M Weaver,L Mathews,,Schooner,3/20/1876,1876.0,3,20,,,Sandy Hook S 1.5 mi,Stranded,"Philadelphia, PA","Saugus, ME"
Maggie McDonnell,John McDonald,1871,Schooner 3 masted,3/22/1878,1878.0,3,22,,,Wreck Pond Inlet Squan Beach,Damaged in storm,"Richmond, VA","New York, NY"
Maggie P Smith,,1866,Schooner,5/20/1892,1892.0,5,20,40.01723,-74.05259,Mantaloking LSS S .75 mi,Stranded,"Pamunkey River, VA","New York, NY"
Maggie Stuphen,,1879,Schooner,7/6/1882,1882.0,7,6,,,Ship Bottom LSS S 1 mi,Grounded,"New York, NY","Great Egg Harbor, NJ"
Magnolia (1893),E A Isham,1891,Schooner - Barge,4/20/1893,1893.0,4,20,39.79331,-74.09143,Forked River LSS S .75 mi,Stranded,"Norfolk, VA","New York, NY"
Magnolia (1911),,1904,Steamship,7/20/1911,1911.0,7,20,,,"Paulsboro, NJ",Burned,,
Magnus,,,Brig,4/19/1877,1877.0,4,19,39.72546,-74.12074,Loveladies LSS S .75 mi,Grounded,"Pernambuco, Brazil","New York, NY"
Mahlon Betts,Betts & Pedrick,1855,Schooner,5/30/1863,1863.0,5,30,,,Tuckerton Harbor,Burned,"New York, NY","Washington, DC"
Maiden Creek,Waterman SS Co,1919,Freighter steam,12/31/1942,1942.0,12,31,40.16509,-70.21113,"Block Island, RI E 70 mi",Torpedoed,Newfoundland,"New York, NY"
Main ,North German Lloyd,1900,Passenger cargo ship,6/30/1900,1900.0,6,30,,,"Hoboken, NJ",Burned,"New York, NY","New York, NY"
Mair & Cranmer,J McCawley,1871,Schooner,12/5/1886,1886.0,12,5,,,Highlands,Damaged in storm,"Georgetown, DC","New York, NY"
Majestic,,1891,Barge,6/10/1910,1910.0,6,10,,,Barnegat,Foundered,"Norfolk, VA","New Bedford, MA"
Major Pearson,,,,10/5/1778,1778.0,10,5,39.55427,-74.42763,Mullica River,Scuttled,,
Major W Allen,,1888,Tug steam,10/14/1909,1909.0,10,14,,,Cold Spring Inlet E 2.5 mi,Stranded,"Baltimore, MD","Cold Spring, NJ"
Malay,,,Schooner,1/24/1858,1858.0,1,24,39.76221,-74.09033,Barnegat Inlet,Stranded,,
Malcior,,1886,Scow,8/19/1934,1934.0,8,19,,,"Jersey City, NJ",Burned,,
Malden,New England Fuel & Trans Co,1907,Freighter,9/19/1921,1921.0,9,19,41.09666,-71.87277,Montauk Point E 10 mi,,,
Malle Varre II,Charles Colt,1925,Schooner - yacht,8/20/1961,1961.0,8,20,39.56218,-74.23533,Beach Haven Center St,Stranded in heavy seas,"New York, NY",Florida
Maloha,,1928,Motor vessel gas,11/20/1945,1945.0,11,20,,,Asbury Park,Stranded in heavy seas,,
